PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	Island
may_2017_C12.bam	15.4635299981156	-4.04970169515574	-21.2385802008711	113.622400678353	-75.2725969249981	-23.9118537911535	-7.6809549274708	0.552841279150222	5.26603458676996	6.68477943881335	0.0974287904138273	-0.989558533450528	-2.22732768191933	-0.329096507546215	2.04803256254102	-0.0640186556349354	-0.236932480540087	0.595785570394355	2.88928314310716	0.244882670494256	Ishigaki
may_2017_D11.bam	18.3611703526421	-52.8975411348081	6.62907671276535	-16.498465303577	-8.24613197703554	-13.2233163314277	8.94087637838004	-1.78945633252196	-14.9125458334419	-26.2040867452471	26.0555551719805	77.5002781623738	-6.81863285515037	4.16053131202003	8.85324411439638	0.626563028455916	-3.52838597691357	1.6089859105688	26.9822720413924	0.235848262887111	Iriomote
may_2017_D12.bam	26.6595900903485	49.5480591047915	75.0373426967378	-8.44657622104377	-12.3948498115673	-9.10010790704493	-3.96977969312502	-4.12416173847072	4.94579079223667	-0.103010901021916	3.00729291924299	1.29285590453509	-11.9309033601534	0.987340883534053	-1.75464859578764	27.0087143797926	62.6521054314687	5.11382412275756	1.59765109086401	0.393990566662308	Ishigaki
may_2017_E11.bam	12.2281995132044	-4.25881389131392	-1.47615004351565	14.4878942886519	11.4075523174514	26.504143942323	38.469220850812	-27.5434788235256	-5.57512028699375	-59.1486386096614	-52.3647602508937	-13.4844527739866	-18.7166069125158	-33.9780331578395	16.5167390124828	-0.722107801034069	-1.08267363612625	1.5370924525175	2.71907717011634	0.153742067000432	Iriomote
may_2017_E12.bam	27.2908827783325	54.4096705732656	87.1057845845947	-9.18469867928644	-11.8412934550331	-13.5565977264558	-7.9279056691531	-3.87005325412538	8.57166488942808	2.37927544945534	-0.508340704777313	-4.15075921372006	-22.3518165663773	10.0483977035228	0.543747316363398	-24.6154320313587	-52.4754647605055	-3.55844435549167	2.23999841978775	-0.108299961967568	Ishigaki
may_2017_F11.bam	12.8466846788697	-17.10838471365	-2.87450410873237	15.9098535461162	28.922748924063	65.7586770750079	-83.3848318647093	-8.9232767931876	5.8941511097146	10.7563953487729	5.26918603871212	1.25790052397847	-11.5421525588214	-7.378198985452	34.8380864812144	-0.312702271594802	1.39028730137786	-0.126202294780431	3.510718638464	-0.153986265878906	Yonaguni
may_2017_G12.bam	22.6561268432683	34.9100328498876	-54.3757983913293	-32.1469779739147	-13.8555497255962	-14.0315791527468	-6.57581973830262	-15.914011995011	11.8566694992257	-35.0380767437698	46.6227972129024	-32.0027043603192	-6.53124648633025	9.56810764888271	5.56455028448077	41.2267238825411	-18.4965680403595	1.88747979944335	2.26397824422449	0.437509508584017	Ishigaki
may_2017_H10.bam	11.4203080203051	17.6895743962607	24.480518471819	-1.89149810934212	0.807050146256434	-2.50851008641844	-3.36740042115921	-0.980716948813623	-8.31080979805563	1.27611706770889	5.94290388388797	-0.437025514525294	85.6020752610742	-41.2343346230765	5.26832545853913	5.31295380850375	-9.66036298917711	-3.49907680689785	5.07631546383716	0.0592002120782685	Ishigaki
may_2017_H11.bam	11.896532889968	-8.73847043270676	-2.11590000566505	13.3978400931846	15.1233247783632	33.4534968822567	-23.2663122628085	-5.6774349326977	-6.69456072205658	-16.4683543411513	-7.14889628388274	2.90169967448856	3.96617645097738	8.35235681847028	-86.2294792440363	4.1186851184587	-3.77706474526543	1.56401066495297	3.97404946980116	0.0181238038496368	Yonaguni
may_2017_H12.bam	27.729060648427	49.4012176012396	-56.8318370684244	-41.4486769208718	-17.1424554329555	-15.1797795539678	-10.0689031778947	-2.01491963145479	0.195306683191702	44.4115846124345	-55.7091948437031	32.3271514224359	-7.52864660511258	-8.43757586563454	-2.52065783212078	17.4939361650933	-7.93752316291027	0.655074942733276	1.73160659327604	0.376818859800884	Ishigaki
