scaffold,start,end,mid,sites,pi_all,species
I,5070001,5080000,5075934,1263,0.0001,C. elegans
I,5080001,5090000,5084002,1286,0.0,C. elegans
I,5090001,5100000,5094976,444,0.001,C. elegans
I,5100001,5110000,5103947,1731,0.0001,C. elegans
I,5110001,5120000,5114765,2317,0.0003,C. elegans
I,5120001,5130000,5126754,2026,0.0001,C. elegans
I,5130001,5140000,5134922,1016,0.0,C. elegans
I,5140001,5150000,5146304,1766,0.0006,C. elegans
I,5150001,5160000,5158230,1763,0.0001,C. elegans
I,5160001,5170000,5164928,2792,0.0002,C. elegans
I,5170001,5180000,5175289,3357,0.0001,C. elegans
I,5180001,5190000,5184382,1298,0.0002,C. elegans
I,5190001,5200000,5196640,674,0.0,C. elegans
I,5200001,5210000,5201944,852,0.0,C. elegans
I,5210001,5220000,5211756,467,0.0,C. elegans
I,5220001,5230000,5221918,437,0.0,C. elegans
I,5230001,5240000,5236326,1973,0.0005,C. elegans
I,5240001,5250000,5246546,2233,0.0003,C. elegans
I,5250001,5260000,5254512,2487,0.0003,C. elegans
I,5260001,5270000,5265882,1037,0.0002,C. elegans
I,5270001,5280000,5275624,3217,0.0003,C. elegans
I,5280001,5290000,5285770,652,0.0003,C. elegans
I,5290001,5300000,5293919,328,0.0,C. elegans
I,5300001,5310000,5304375,1348,0.0001,C. elegans
I,5310001,5320000,5317728,857,0.0001,C. elegans
I,5320001,5330000,5326567,2676,0.0003,C. elegans
I,5330001,5340000,5337044,1572,0.0001,C. elegans
I,5340001,5350000,5342928,1569,0.0,C. elegans
I,5350001,5360000,5354506,1763,0.0003,C. elegans
I,5360001,5370000,5364322,1482,0.0004,C. elegans
I,5370001,5380000,5377594,2375,0.0006,C. elegans
I,5380001,5390000,5383455,865,0.0002,C. elegans
I,5390001,5400000,5395611,764,0.0003,C. elegans
I,5400001,5410000,5405145,1761,0.0001,C. elegans
I,5410001,5420000,5414699,2893,0.0003,C. elegans
I,5420001,5430000,5425060,1337,0.0003,C. elegans
I,5430001,5440000,5436639,2005,0.0001,C. elegans
I,5440001,5450000,5444395,1501,0.0001,C. elegans
I,5450001,5460000,5456322,896,0.0001,C. elegans
I,5460001,5470000,5463480,417,0.0006,C. elegans
I,5470001,5480000,5473207,997,0.0006,C. elegans
I,5480001,5490000,5486496,1940,0.0003,C. elegans
I,5490001,5500000,5493214,1103,0.0003,C. elegans
I,5500001,5510000,5504080,1467,0.0003,C. elegans
I,5510001,5520000,5515123,1792,0.0004,C. elegans
I,5520001,5530000,5525027,3133,0.0002,C. elegans
I,5530001,5540000,5533921,1393,0.0002,C. elegans
I,5540001,5550000,5545760,2441,0.0005,C. elegans
I,5550001,5560000,5554902,1668,0.0004,C. elegans
I,5560001,5570000,5565912,3395,0.0004,C. elegans
I,5570001,5580000,5573967,2761,0.0002,C. elegans
I,5580001,5590000,5585194,2189,0.0002,C. elegans
I,5590001,5600000,5595351,1795,0.0003,C. elegans
I,5600001,5610000,5606560,1763,0.0001,C. elegans
I,5610001,5620000,5614721,2224,0.0002,C. elegans
I,5620001,5630000,5625309,920,0.0001,C. elegans
I,5630001,5640000,5634668,1277,0.0002,C. elegans
I,5640001,5650000,5645381,2731,0.0002,C. elegans
I,5650001,5660000,5654417,4106,0.0003,C. elegans
I,5660001,5670000,5664273,3096,0.0002,C. elegans
I,5670001,5680000,5673939,2021,0.0002,C. elegans
I,5680001,5690000,5687002,2110,0.0004,C. elegans
I,5690001,5700000,5693370,639,0.0004,C. elegans
I,5700001,5710000,5703646,1866,0.0002,C. elegans
I,5710001,5720000,5715374,1784,0.0003,C. elegans
I,5720001,5730000,5728870,1180,0.0006,C. elegans
I,5730001,5740000,5734922,2401,0.0005,C. elegans
I,5740001,5750000,5743109,1457,0.0003,C. elegans
I,5750001,5760000,5756375,896,0.0002,C. elegans
I,5760001,5770000,5764471,559,0.0003,C. elegans
I,5770001,5780000,5774680,3669,0.0003,C. elegans
I,5780001,5790000,5784399,2178,0.0002,C. elegans
I,5790001,5800000,5795598,2085,0.0001,C. elegans
I,5800001,5810000,5805500,2501,0.0003,C. elegans
I,5810001,5820000,5814945,4115,0.0002,C. elegans
I,5820001,5830000,5824562,2864,0.0006,C. elegans
I,5830001,5840000,5834937,2744,0.0005,C. elegans
I,5840001,5850000,5845483,2323,0.0003,C. elegans
I,5850001,5860000,5854351,2798,0.0005,C. elegans
I,5860001,5870000,5865690,3641,0.0002,C. elegans
I,5870001,5880000,5874525,1933,0.0003,C. elegans
I,5880001,5890000,5884503,618,0.0001,C. elegans
I,5890001,5900000,5893847,1357,0.0004,C. elegans
I,5900001,5910000,5903564,1598,0.0006,C. elegans
I,5910001,5920000,5917377,2097,0.0002,C. elegans
I,5920001,5930000,5924910,2973,0.0005,C. elegans
I,5930001,5940000,5932975,2204,0.0001,C. elegans
I,5940001,5950000,5945786,2636,0.0003,C. elegans
I,5950001,5960000,5954532,1560,0.001,C. elegans
I,5960001,5970000,5964733,2633,0.0003,C. elegans
I,5970001,5980000,5973589,2148,0.0003,C. elegans
I,5980001,5990000,5983991,2255,0.0006,C. elegans
I,5990001,6000000,5994363,1212,0.0003,C. elegans
I,6000001,6010000,6005798,2124,0.0003,C. elegans
I,6010001,6020000,6014574,2973,0.0007,C. elegans
I,6020001,6030000,6023969,1836,0.0003,C. elegans
I,6030001,6040000,6034764,1566,0.0007,C. elegans
I,6040001,6050000,6045820,2936,0.0005,C. elegans
I,6050001,6060000,6056191,2814,0.0002,C. elegans
I,6060001,6070000,6064190,1935,0.0006,C. elegans
I,6070001,6080000,6074196,1541,0.0004,C. elegans
I,6080001,6090000,6086311,2395,0.0002,C. elegans
I,6090001,6100000,6094910,2435,0.0005,C. elegans
I,6100001,6110000,6106355,977,0.0005,C. elegans
I,6110001,6120000,6114373,2139,0.0002,C. elegans
I,6120001,6130000,6125920,1344,0.0002,C. elegans
I,6130001,6140000,6134699,1838,0.0002,C. elegans
I,6140001,6150000,6143752,1821,0.0004,C. elegans
I,6150001,6160000,6154713,1272,0.0006,C. elegans
I,6160001,6170000,6166566,1273,0.0002,C. elegans
I,6170001,6180000,6174831,1475,0.0002,C. elegans
I,6180001,6190000,6185598,2887,0.0002,C. elegans
I,6190001,6200000,6193259,1782,0.0001,C. elegans
I,6200001,6210000,6204181,1713,0.0003,C. elegans
I,6210001,6220000,6214216,1838,0.0001,C. elegans
I,6220001,6230000,6226555,592,0.0,C. elegans
I,6230001,6240000,6237577,856,0.0003,C. elegans
I,6240001,6250000,6245625,3187,0.0002,C. elegans
I,6250001,6260000,6256639,1831,0.0004,C. elegans
I,6260001,6270000,6263963,1410,0.0006,C. elegans
I,6270001,6280000,6278718,1376,0.0009,C. elegans
I,6280001,6290000,6284629,2335,0.0002,C. elegans
I,6290001,6300000,6297436,746,0.0001,C. elegans
I,6300001,6310000,6304333,3094,0.0004,C. elegans
I,6310001,6320000,6314745,1273,0.0004,C. elegans
I,6320001,6330000,6321162,1051,0.0002,C. elegans
I,6330001,6340000,6339182,440,0.0002,C. elegans
I,6340001,6350000,6345322,1854,0.0002,C. elegans
I,6350001,6360000,6354420,2446,0.0001,C. elegans
I,6360001,6370000,6366887,1677,0.0001,C. elegans
I,6370001,6380000,6373983,2598,0.0001,C. elegans
I,6380001,6390000,6387040,1854,0.0001,C. elegans
I,6390001,6400000,6393261,450,0.0002,C. elegans
I,6400001,6410000,6403080,1685,0.0006,C. elegans
I,6410001,6420000,6411082,885,0.0005,C. elegans
I,6420001,6430000,6425083,2136,0.0002,C. elegans
I,6430001,6440000,6436291,1338,0.0004,C. elegans
I,6440001,6450000,6445288,2518,0.0011,C. elegans
I,6450001,6460000,6453343,914,0.0004,C. elegans
I,6460001,6470000,6465571,1947,0.0003,C. elegans
I,6470001,6480000,6475468,1010,0.0004,C. elegans
I,6480001,6490000,6485260,1847,0.0003,C. elegans
I,6490001,6500000,6496517,2588,0.0005,C. elegans
I,6500001,6510000,6505496,2135,0.0002,C. elegans
I,6510001,6520000,6517035,1869,0.0003,C. elegans
I,6520001,6530000,6525659,455,0.0002,C. elegans
I,6530001,6540000,6533913,1375,0.0007,C. elegans
I,6540001,6550000,6544965,2827,0.0001,C. elegans
I,6550001,6560000,6554153,2408,0.0002,C. elegans
I,6560001,6570000,6563790,3673,0.0,C. elegans
I,6570001,6580000,6573708,1417,0.0002,C. elegans
I,6580001,6590000,6585779,747,0.0003,C. elegans
I,6590001,6600000,6595019,2340,0.0003,C. elegans
I,6600001,6610000,6603803,2330,0.0002,C. elegans
I,6610001,6620000,6616283,1809,0.0003,C. elegans
I,6620001,6630000,6625746,3127,0.0002,C. elegans
I,6630001,6640000,6635546,1256,0.0002,C. elegans
I,6640001,6650000,6643254,993,0.0,C. elegans
I,6650001,6660000,6654043,591,0.0001,C. elegans
I,6660001,6670000,6665988,1996,0.0004,C. elegans
I,6670001,6680000,6676793,1037,0.0002,C. elegans
I,6680001,6690000,6683807,1714,0.0003,C. elegans
I,6690001,6700000,6695061,2397,0.0003,C. elegans
I,6700001,6710000,6704797,3985,0.0002,C. elegans
I,6710001,6720000,6715906,1046,0.0003,C. elegans
I,6720001,6730000,6724880,3518,0.0002,C. elegans
I,6730001,6740000,6733978,3217,0.0001,C. elegans
I,6740001,6750000,6746352,1714,0.0005,C. elegans
I,6750001,6760000,6754243,1300,0.0,C. elegans
I,6760001,6770000,6763521,579,0.0,C. elegans
I,6770001,6780000,6777781,656,0.0008,C. elegans
I,6780001,6790000,6788342,434,0.0002,C. elegans
I,6790001,6800000,6795210,2776,0.0005,C. elegans
I,6800001,6810000,6805063,1510,0.0004,C. elegans
I,6810001,6820000,6816000,607,0.0,C. elegans
I,6820001,6830000,6824120,2665,0.0002,C. elegans
I,6830001,6840000,6835149,2888,0.0002,C. elegans
I,6840001,6850000,6844369,865,0.0001,C. elegans
I,6850001,6860000,6855307,1532,0.0002,C. elegans
I,6860001,6870000,6864244,1173,0.0003,C. elegans
I,6870001,6880000,6873666,1566,0.0002,C. elegans
I,6880001,6890000,6886071,2364,0.0001,C. elegans
I,6890001,6900000,6894155,2399,0.0001,C. elegans
I,6900001,6910000,6905193,2396,0.0001,C. elegans
I,6910001,6920000,6915332,2764,0.0001,C. elegans
I,6920001,6930000,6923909,2114,0.0002,C. elegans
I,6930001,6940000,6934588,3514,0.0004,C. elegans
I,6940001,6950000,6945311,2711,0.0002,C. elegans
I,6950001,6960000,6955205,1461,0.0002,C. elegans
I,6960001,6970000,6961328,569,0.0002,C. elegans
I,6970001,6980000,6974559,2979,0.0002,C. elegans
I,6980001,6990000,6982120,1718,0.0005,C. elegans
I,6990001,7000000,6994301,2583,0.0004,C. elegans
I,7000001,7010000,7004995,1892,0.0005,C. elegans
I,7010001,7020000,7016498,3598,0.0005,C. elegans
I,7020001,7030000,7023960,1618,0.0002,C. elegans
I,7030001,7040000,7034235,2690,0.0002,C. elegans
I,7040001,7050000,7043013,1388,0.0001,C. elegans
I,7050001,7060000,7054203,2300,0.0001,C. elegans
I,7060001,7070000,7063820,909,0.0,C. elegans
I,7070001,7080000,7072797,887,0.0,C. elegans
I,7080001,7090000,7083995,2360,0.0002,C. elegans
I,7090001,7100000,7095300,3234,0.0002,C. elegans
I,7100001,7110000,7108954,464,0.0,C. elegans
I,7110001,7120000,7116591,2159,0.0003,C. elegans
I,7120001,7130000,7122922,432,0.0002,C. elegans
I,7130001,7140000,7135260,1376,0.0001,C. elegans
I,7140001,7150000,7144223,1320,0.0004,C. elegans
I,7150001,7160000,7154995,2794,0.0001,C. elegans
I,7160001,7170000,7164343,3309,0.0,C. elegans
I,7170001,7180000,7177096,833,0.0002,C. elegans
I,7180001,7190000,7183851,2320,0.001,C. elegans
I,7190001,7200000,7192672,2184,0.0001,C. elegans
I,7200001,7210000,7204369,1951,0.0004,C. elegans
I,7210001,7220000,7216809,1752,0.0004,C. elegans
I,7220001,7230000,7225456,2417,0.0003,C. elegans
I,7230001,7240000,7234414,2241,0.0002,C. elegans
I,7240001,7250000,7246531,673,0.0002,C. elegans
I,7250001,7260000,7254384,1563,0.0001,C. elegans
I,7260001,7270000,7261074,505,0.0,C. elegans
I,7270001,7280000,7272143,839,0.0,C. elegans
I,7280001,7290000,7280803,650,0.0,C. elegans
I,7290001,7300000,7294636,2670,0.0002,C. elegans
I,7300001,7310000,7305807,2839,0.0001,C. elegans
I,7310001,7320000,7314178,2265,0.0001,C. elegans
I,7320001,7330000,7326719,1436,0.0005,C. elegans
I,7330001,7340000,7336472,1016,0.0002,C. elegans
I,7340001,7350000,7345427,1919,0.0005,C. elegans
I,7350001,7360000,7353302,1775,0.0002,C. elegans
I,7360001,7370000,7363038,2328,0.0002,C. elegans
I,7370001,7380000,7373978,2152,0.0002,C. elegans
I,7380001,7390000,7384220,1672,0.0003,C. elegans
I,7390001,7400000,7396593,1277,0.0003,C. elegans
I,7400001,7410000,7406476,456,0.0007,C. elegans
I,7410001,7420000,7415369,2186,0.0001,C. elegans
I,7420001,7430000,7422800,1134,0.0001,C. elegans
I,7430001,7440000,7437325,416,0.0002,C. elegans
I,7440001,7450000,7440945,345,0.0007,C. elegans
I,7450001,7460000,7453499,2601,0.0002,C. elegans
I,7460001,7470000,7469475,825,0.0003,C. elegans
I,7470001,7480000,7476280,443,0.0002,C. elegans
I,7480001,7490000,7487540,2063,0.0003,C. elegans
I,7490001,7500000,7490536,792,0.0001,C. elegans
I,7500001,7510000,7506438,2581,0.0006,C. elegans
I,7510001,7520000,7513725,2631,0.0002,C. elegans
I,7520001,7530000,7526278,427,0.0,C. elegans
I,7530001,7540000,7532821,1359,0.0009,C. elegans
I,7540001,7550000,7543629,1744,0.0004,C. elegans
I,7550001,7560000,7555866,2764,0.0002,C. elegans
I,7560001,7570000,7564603,3515,0.0001,C. elegans
I,7570001,7580000,7574169,909,0.0008,C. elegans
I,7580001,7590000,7585298,3772,0.0003,C. elegans
I,7590001,7600000,7594774,3015,0.0002,C. elegans
I,7600001,7610000,7605327,3734,0.0001,C. elegans
I,7610001,7620000,7615961,2388,0.0004,C. elegans
I,7620001,7630000,7628646,1540,0.0003,C. elegans
I,7630001,7640000,7635646,3627,0.0003,C. elegans
I,7640001,7650000,7645892,2517,0.0003,C. elegans
I,7650001,7660000,7656035,2311,0.0002,C. elegans
I,7660001,7670000,7664944,2294,0.0004,C. elegans
I,7670001,7680000,7673956,1946,0.0003,C. elegans
I,7680001,7690000,7683820,2634,0.0003,C. elegans
I,7690001,7700000,7693534,2724,0.0004,C. elegans
I,7700001,7710000,7703605,1402,0.0,C. elegans
I,7710001,7720000,7711556,1754,0.0003,C. elegans
I,7720001,7730000,7724535,401,0.0002,C. elegans
I,7730001,7740000,7735386,4075,0.0005,C. elegans
I,7740001,7750000,7749829,340,0.0,C. elegans
I,7750001,7760000,7753530,1665,0.0006,C. elegans
I,7760001,7770000,7764292,2926,0.0003,C. elegans
I,7770001,7780000,7775301,1484,0.0002,C. elegans
I,7780001,7790000,7783795,820,0.0001,C. elegans
I,7790001,7800000,7793750,1420,0.0002,C. elegans
I,7800001,7810000,7804342,2562,0.0005,C. elegans
I,7810001,7820000,7813756,1822,0.0006,C. elegans
I,7820001,7830000,7826693,1300,0.0004,C. elegans
I,7830001,7840000,7833517,1707,0.0,C. elegans
I,7840001,7850000,7847615,1757,0.0001,C. elegans
I,7850001,7860000,7853957,2647,0.0003,C. elegans
I,7860001,7870000,7862328,888,0.0004,C. elegans
I,7870001,7880000,7871456,1418,0.0003,C. elegans
I,7880001,7890000,7884815,3495,0.0005,C. elegans
I,7890001,7900000,7892571,2186,0.0001,C. elegans
I,7900001,7910000,7902941,1704,0.0004,C. elegans
I,7910001,7920000,7915952,1418,0.0016,C. elegans
I,7920001,7930000,7924828,1834,0.0,C. elegans
I,7930001,7940000,7935547,3193,0.0004,C. elegans
I,7940001,7950000,7945120,2328,0.0003,C. elegans
I,7950001,7960000,7954545,2661,0.0028,C. elegans
I,7960001,7970000,7965100,2151,0.0004,C. elegans
I,7970001,7980000,7974922,916,0.0003,C. elegans
I,7980001,7990000,7984863,865,0.0004,C. elegans
I,7990001,8000000,7994367,2010,0.0004,C. elegans
I,8000001,8010000,8005967,1754,0.0005,C. elegans
I,8010001,8020000,8015932,2503,0.0003,C. elegans
I,8020001,8030000,8024031,2446,0.0002,C. elegans
I,8030001,8040000,8033350,2600,0.0001,C. elegans
I,8040001,8050000,8044580,1785,0.0001,C. elegans
I,8050001,8060000,8055818,2669,0.0002,C. elegans
I,8060001,8070000,8065338,2599,0.0,C. elegans
I,8070001,8080000,8076875,2039,0.0002,C. elegans
I,8080001,8090000,8086403,2060,0.0002,C. elegans
I,8090001,8100000,8095112,1020,0.0002,C. elegans
I,8100001,8110000,8103916,1404,0.0,C. elegans
I,8110001,8120000,8113359,422,0.0002,C. elegans
I,8120001,8130000,8122729,683,0.0001,C. elegans
I,8130001,8140000,8134699,937,0.0003,C. elegans
I,8140001,8150000,8144689,3354,0.0004,C. elegans
I,8150001,8160000,8157251,1585,0.0004,C. elegans
I,8160001,8170000,8165065,2017,0.0002,C. elegans
I,8170001,8180000,8174097,3205,0.0017,C. elegans
I,8180001,8190000,8186905,1243,0.0005,C. elegans
I,8190001,8200000,8194975,1276,0.0003,C. elegans
I,8200001,8210000,8204215,1099,0.0005,C. elegans
I,8210001,8220000,8211897,468,0.001,C. elegans
I,8220001,8230000,8225761,3466,0.0004,C. elegans
I,8230001,8240000,8234546,1730,0.0002,C. elegans
I,8240001,8250000,8246373,1782,0.0001,C. elegans
I,8250001,8260000,8254242,1412,0.0003,C. elegans
I,8260001,8270000,8265697,1169,0.0001,C. elegans
I,8270001,8280000,8277581,732,0.0002,C. elegans
I,8280001,8290000,8285936,1516,0.0001,C. elegans
I,8290001,8300000,8296060,2180,0.0,C. elegans
I,8300001,8310000,8307018,1282,0.0001,C. elegans
I,8310001,8320000,8316109,2151,0.0003,C. elegans
I,8320001,8330000,8324674,1435,0.0,C. elegans
I,8330001,8340000,8335685,2301,0.0001,C. elegans
I,8340001,8350000,8344116,1939,0.0004,C. elegans
I,8350001,8360000,8355335,3041,0.0002,C. elegans
I,8360001,8370000,8365388,2812,0.0047,C. elegans
I,8370001,8380000,8375595,1884,0.0002,C. elegans
I,8380001,8390000,8383239,2034,0.0002,C. elegans
I,8390001,8400000,8396039,1996,0.0001,C. elegans
I,8400001,8410000,8406152,1784,0.0002,C. elegans
I,8410001,8420000,8415204,1285,0.0001,C. elegans
I,8420001,8430000,8423386,1625,0.0002,C. elegans
I,8430001,8440000,8434567,2289,0.0001,C. elegans
I,8440001,8450000,8445775,1565,0.0001,C. elegans
I,8450001,8460000,8454200,2401,0.0004,C. elegans
I,8460001,8470000,8465512,1283,0.0002,C. elegans
I,8470001,8480000,8472463,1274,0.0006,C. elegans
I,8480001,8490000,8487775,966,0.0002,C. elegans
I,8490001,8500000,8495789,3285,0.0008,C. elegans
I,8500001,8510000,8503857,1409,0.0005,C. elegans
I,8510001,8520000,8513330,463,0.0002,C. elegans
I,8520001,8530000,8526512,2031,0.0001,C. elegans
I,8530001,8540000,8532274,1534,0.0003,C. elegans
I,8540001,8550000,8544997,2254,0.0008,C. elegans
I,8550001,8560000,8554257,3554,0.0002,C. elegans
I,8560001,8570000,8561671,1116,0.0003,C. elegans
I,8570001,8580000,8576295,1877,0.0005,C. elegans
I,8580001,8590000,8584280,2204,0.0003,C. elegans
I,8590001,8600000,8594665,1709,0.0003,C. elegans
I,8600001,8610000,8605439,1677,0.0005,C. elegans
I,8610001,8620000,8612704,1117,0.0008,C. elegans
I,8620001,8630000,8623684,933,0.0006,C. elegans
I,8630001,8640000,8635213,2820,0.0002,C. elegans
I,8640001,8650000,8644060,1458,0.0004,C. elegans
I,8650001,8660000,8655471,1578,0.0002,C. elegans
I,8660001,8670000,8664164,855,0.0003,C. elegans
I,8670001,8680000,8674459,1298,0.0004,C. elegans
I,8680001,8690000,8685646,1300,0.0002,C. elegans
I,8690001,8700000,8695442,1792,0.0005,C. elegans
I,8700001,8710000,8704292,1537,0.0001,C. elegans
I,8710001,8720000,8713373,1959,0.0002,C. elegans
I,8720001,8730000,8724242,1840,0.0006,C. elegans
I,8730001,8740000,8734671,1741,0.0002,C. elegans
I,8740001,8750000,8743102,1298,0.0002,C. elegans
I,8750001,8760000,8753778,2741,0.0002,C. elegans
I,8760001,8770000,8765298,3474,0.0001,C. elegans
I,8770001,8780000,8775612,1663,0.0003,C. elegans
I,8790001,8800000,8795218,3747,0.0004,C. elegans
I,8800001,8810000,8803478,2090,0.0001,C. elegans
I,8810001,8820000,8814676,3033,0.0004,C. elegans
I,8820001,8830000,8824388,3442,0.0003,C. elegans
I,8830001,8840000,8833814,2770,0.0,C. elegans
I,8840001,8850000,8845964,2688,0.0002,C. elegans
I,8850001,8860000,8855719,1924,0.0005,C. elegans
I,8860001,8870000,8865404,2957,0.0004,C. elegans
I,8870001,8880000,8877204,1860,0.0003,C. elegans
I,8880001,8890000,8885945,934,0.0003,C. elegans
I,8890001,8900000,8894601,1966,0.0002,C. elegans
I,8900001,8910000,8905221,2649,0.0001,C. elegans
I,8910001,8920000,8915717,3993,0.0003,C. elegans
I,8920001,8930000,8923938,2296,0.0002,C. elegans
I,8930001,8940000,8930791,420,0.0011,C. elegans
I,8940001,8950000,8946549,2232,0.0002,C. elegans
I,8950001,8960000,8954217,2573,0.0003,C. elegans
I,8960001,8970000,8966126,3575,0.0003,C. elegans
I,8970001,8980000,8976820,2494,0.0001,C. elegans
I,8980001,8990000,8984719,2763,0.0,C. elegans
I,8990001,9000000,8994939,1932,0.0002,C. elegans
I,9000001,9010000,9005630,1175,0.0,C. elegans
I,9010001,9020000,9015109,2287,0.0001,C. elegans
I,9020001,9030000,9026258,2495,0.0001,C. elegans
I,9030001,9040000,9034085,2215,0.0002,C. elegans
I,9040001,9050000,9044298,2010,0.0004,C. elegans
I,9050001,9060000,9055072,1545,0.0002,C. elegans
I,9060001,9070000,9064909,1212,0.0002,C. elegans
I,9070001,9080000,9075920,1875,0.0004,C. elegans
I,9080001,9090000,9082843,936,0.0011,C. elegans
I,9090001,9100000,9094189,845,0.0003,C. elegans
I,9100001,9110000,9101870,952,0.0002,C. elegans
I,9110001,9120000,9115205,2547,0.0003,C. elegans
I,9120001,9130000,9125178,2863,0.0007,C. elegans
I,9130001,9140000,9134970,1180,0.0003,C. elegans
I,9140001,9150000,9144095,2229,0.0002,C. elegans
I,9150001,9160000,9155980,1220,0.0007,C. elegans
I,9160001,9170000,9161684,1271,0.0004,C. elegans
I,9170001,9180000,9174403,864,0.0001,C. elegans
I,9180001,9190000,9184927,1949,0.0002,C. elegans
I,9190001,9200000,9195179,1706,0.0005,C. elegans
I,9200001,9210000,9207167,1435,0.0007,C. elegans
I,9210001,9220000,9215271,3790,0.0006,C. elegans
